target_smiles	sampled_smiles_1	sampled_smiles_2	sampled_smiles_3	sampled_smiles_4	sampled_smiles_5	sampled_smiles_6	sampled_smiles_7	sampled_smiles_8	sampled_smiles_9	sampled_smiles_10	loglikelihood_1	loglikelihood_2	loglikelihood_3	loglikelihood_4	loglikelihood_5	loglikelihood_6	loglikelihood_7	loglikelihood_8	loglikelihood_9	loglikelihood_10
COc1cc2nccc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1CN	COc1cc2nccc(Oc3ccc(N)cc3)c2cc1C#N.O=C=Nc1ccccc1	c1(Oc2ccc(N)cc2)ccnc2cc(OC)c(C#N)cc12.c1cccc(N=C=O)c1	c1cc(Oc2c3cc(C#N)c(OC)cc3ncc2)ccc1N.c1cccc(N=C=O)c1	c1(Oc2ccc(N)cc2)ccnc2cc(OC)c(C#N)cc12.c1ccccc1N=C=O	c1(C#N)cc2c(Oc3ccc(N)cc3)ccnc2cc1OC.c1cccc(N=C=O)c1	c1cc(Oc2c3cc(C#N)c(OC)cc3ncc2)ccc1N.c1ccccc1N=C=O	c1(C#N)cc2c(Oc3ccc(N)cc3)ccnc2cc1OC.c1ccccc1N=C=O	c1(C#N)c(OC)cc2nccc(Oc3ccc(N)cc3)c2c1.c1cccc(N=C=O)c1	c1(C#N)c(OC)cc2nccc(Oc3ccc(N)cc3)c2c1.c1ccccc1N=C=O	c1(Oc2ccc(N)cc2)ccnc2cc(OC)c(C#N)cc12.c1cc(N=C=O)ccc1	-0.7192501	-7.4170446	-7.4255495	-7.4263363	-7.4270353	-7.431368	-7.4387507	-7.465392	-7.4763985	-7.5220256
Cc1ccc2nc(N3CCS(=O)(=O)c4cc(Oc5ccccc5)ccc4C3)cc(Cl)c2c1	COc1ccc2c(c1)S(=O)(=O)CCN(c1cc(Cl)c3c(I)c(C)ccc3n1)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1cc(Cl)c3c(ccc(C)c3I)n1)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1nc3ccc(C)c(I)c3c(Cl)c1)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1cc(Cl)c3c(n1)ccc(C)c3I)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1nc3c(c(I)c(C)cc3)c(Cl)c1)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1cc(Cl)c3c(-c4ccccc4)c(C)ccc3n1)C2	COc1ccc2c(c1)S(=O)(=O)CCN(c1nc3c(c(Cl)c1)c(I)c(C)cc3)C2	c1c(OC)ccc2c1S(=O)(=O)CCN(c1nc3ccc(C)c(I)c3c(Cl)c1)C2	c1(I)c(C)ccc2nc(N3CCS(=O)(=O)c4cc(OC)ccc4C3)cc(Cl)c12	c1c(OC)cc2c(c1)CN(c1cc(Cl)c3c(ccc(C)c3I)n1)CCS2(=O)=O	-0.80258834	-3.9031525	-4.627678	-4.7293887	-5.248263	-5.30104	-5.487315	-6.200369	-6.2083526	-6.217539
COC(=O)C(Cc1ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc1)(Cc1ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc1)C(=O)O	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(=O)OCc2ccccc2)C(=O)OCc2ccccc2)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(=O)OC)C(=O)OCc2ccccc2)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(=O)OCc2ccccc2)C(=O)OC)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(OCc2ccccc2)=O)C(=O)OCc2ccccc2)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(=O)O)C(=O)OCc2ccccc2)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(OCc2ccccc2)=O)C(OC)=O)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(OC(C)(C)C)OC(C)(C)C)cc2)(C(OCc2ccccc2)=O)C(OCc2ccccc2)=O)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(C(=O)OCc2ccccc2)(Cc2ccc(C(F)(P(OC(C)(C)C)(=O)OC(C)(C)C)F)cc2)C(=O)OCc2ccccc2)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(C(=O)OCc2ccccc2)(Cc2ccc(C(F)(P(OC(C)(C)C)(=O)OC(C)(C)C)F)cc2)C(OCc2ccccc2)=O)cc1	CC(C)(C)OP(=O)(OC(C)(C)C)C(F)(F)c1ccc(CC(C(=O)OCc2ccccc2)(Cc2ccc(C(F)(P(OC(C)(C)C)(OC(C)(C)C)=O)F)cc2)C(=O)OCc2ccccc2)cc1	-1.3267107	-3.8808594	-4.641978	-7.1785383	-7.493382	-7.4957085	-8.03661	-8.115892	-8.188635	-8.218709
CC(C)(C)OC(=O)N1CCN(Cc2cccc(O)c2)CC1	CC(C)(C)OC(=O)N1CCNCC1.O=Cc1cccc(OCc2ccccc2)c1	CC(C)(C)OC(=O)N1CCNCC1.ClCc1cccc(OCc2ccccc2)c1	CC(C)(C)OC(=O)N1CCNCC1.c1ccc(COc2cccc(C=O)c2)cc1	CC(C)(C)OC(=O)N1CCNCC1.c1ccc(COc2cc(C=O)ccc2)cc1	CC(C)(C)OC(=O)N1CCNCC1.c1cccc(COc2cccc(C=O)c2)c1	CC(C)(C)OC(=O)N1CCNCC1.c1cccc(COc2cc(C=O)ccc2)c1	CC(C)(C)OC(=O)N1CCNCC1.c1ccccc1COc1cccc(C=O)c1	CC(C)(C)OC(=O)N1CCNCC1.c1ccccc1COc1cc(C=O)ccc1	c1(COc2cccc(C=O)c2)ccccc1.C1N(C(OC(C)(C)C)=O)CCNC1	c1(COc2cccc(C=O)c2)ccccc1.C1N(C(=O)OC(C)(C)C)CCNC1	-0.8289061	-3.582364	-6.622379	-6.6792345	-7.01445	-7.058691	-7.074783	-7.1108522	-7.275373	-7.2761793
O=C(O)c1ccc(CNC(=O)C(F)(F)F)cc1	CC(C)(C)OC(=O)NCc1ccc(C(=O)O)cc1O=C(OC(=O)C(F)(F)F)C(F)(F)F	N#Cc1ccc(C(=O)O)cc1O=C(OC(=O)C(F)(F)F)C(F)(F)F	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(OC(=O)C(F)(F)F)C(F)(F)F)cc(C(O)=O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(OC(=O)C(F)(F)F)C(F)(F)F)cc(C(=O)O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(=O)OC(C)(C)C)c(O=C(OC(=O)C(F)(F)F)C(F)(F)F)cc(C(O)=O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(=O)OC(C)(C)C)c(O=C(OC(=O)C(F)(F)F)C(F)(F)F)cc(C(=O)O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(OC(C(F)(F)F)=O)C(F)(F)F)cc(C(O)=O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(OC(C(F)(F)F)=O)C(F)(F)F)cc(C(=O)O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(C(F)(F)F)OC(=O)C(F)(F)F)cc(C(O)=O)c1	O=C(OC(C(F)(F)F)=O)C(F)(F)F.c1c(CNC(OC(C)(C)C)=O)c(O=C(C(F)(F)F)OC(C(F)(F)F)=O)cc(C(O)=O)c1	-1.8855846	-2.0357692	-9.836132	-9.867398	-9.891008	-9.919577	-9.939046	-9.973752	-10.100421	-10.107403
COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)n2)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1O=C=Nc1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1OC=C=Nc1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1OO=C=Nc1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1OC=C\c1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1O/C=N/c1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1OC=Nc1ccc(C(F)(F)F)cc1	COc1ccc(Cn2cc(-c3ccnc(NC(C)(C)C)c3)c(-c3cccc([N+](=O)[O-])c3)n2)cc1OC=C/c1ccc(C(F)(F)F)cc1	CC(C)(C)Nc1nccc(-c2cn(Cc3ccc(OC)c(OC=Nc4ccc(C(F)(F)F)cc4)c3)nc2-c2cccc([N+]([O-])=O)c2)c1	CC(C)(C)Nc1nccc(-c2cn(Cc3ccc(OC)c(OC=Nc4ccc(C(F)(F)F)cc4)c3)nc2-c2cc([N+]([O-])=O)ccc2)c1	CC(C)(C)Nc1nccc(-c2cn(Cc3ccc(OC)c(OC=Nc4ccc(C(F)(F)F)cc4)c3)nc2-c2cccc([N+](=O)[O-])c2)c1	-0.73492265	-5.215284	-5.6170244	-6.4544134	-6.6430974	-6.8964777	-7.2234087	-8.282501	-8.301245	-8.331441
CC(C)(C)OC(=O)N1CC=C(c2ccc([N+](=O)[O-])cc2)CC1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)[O-].OB(O)c1ccc(B(O)O)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.OB(O)c1ccc(I)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.O=C(OC(C)(C)C)OC(=O)C(F)(F)F	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)[O-].OB(O)c1ccc(I)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.OB(O)c1ccc([N+](=O)[O-])cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.OB(O)c1ccc(B(O)O)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.O=[N+]([O-])c1ccc(B(O)O)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)c1ccc(B(O)O)cc1.OB(O)c1ccc(S(=O)(=O)O)cc1	CC(C)(C)OC(=O)N1CC=C(OS(=O)(=O)C(F)(F)F)CC1O[N+](=O)[O-].OB(O)c1ccc([N+](=O)[O-])cc1	-1.5222465	-1.7889766	-2.862452	-4.374444	-4.532235	-4.6144924	-4.9084196	-5.0369706	-5.2901673	-5.303177
CCCCc1c(C(=O)NN2CCCCC2)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.ClC(Cl)(Cl)Cl	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.ClCc1ccccc1	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1N(N1CCCCC1)C(=O)OC(C)(C)C	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1N(N1CCCCC1)C(OC(C)(C)C)=O	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.Cl	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.ClCCCC	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1Br.NN1CCCCC1	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.ClN1CCCCC1	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1N(N1CCCCC1)Cc1ccccc1	CCCCc1c(C(=O)Cl)nc(-c2ccccc2Cl)n1-c1ccc(Cl)cc1NN1CCCCC1.O=C(Cl)Cl	-1.7897584	-2.0516438	-3.3856049	-3.5522625	-3.633777	-3.8521032	-3.9011664	-4.0388536	-4.500688	-5.114411
CC(C)(C)OC(=O)N1CC[C@H](O)[C@@H]1C(=O)O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.O=C(O)[C@@H]1NCC[C@@H]1O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.OC(=O)[C@@H]1NCC[C@@H]1O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N1[C@@H](C(O)=O)[C@@H](O)CC1	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N1[C@@H](C(=O)O)[C@@H](O)CC1	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.OC([C@@H]1NCC[C@@H]1O)=O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.OC([C@H]1[C@@H](O)CCN1)=O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N1CC[C@H](O)[C@@H]1C(O)=O	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.N1CC[C@H](O)[C@@H]1C(=O)O	CC(C)(OC(=O)OC(OC(C)(C)C)=O)COC(=O)OC(C)(C)C.O[C@H]1CCN[C@H]1C(O)=O	CC(C)(OC(=O)OC(OC(C)(C)C)=O)COC(=O)OC(C)(C)C.O[C@H]1CCN[C@H]1C(=O)O	-0.6810578	-5.8353677	-6.1022305	-6.1361794	-6.220275	-6.288215	-6.3939266	-6.3955803	-9.341472	-9.364729
CC(C)(C)OC(=O)[C@@H]1C[C@H](COS(C)(=O)=O)CN1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)CC(CS(=O)(=O)Cl)CS(=O)(=O)Cl	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)CCCS(=O)(=O)Cl	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)CC(CS(=O)(=O)Cl)CO	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)[C@@H]1C[C@H](C(=O)O)CN1C(=O)OC(C)(C)C.O=S(=O)(Cl)CC(C)(C)O	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO)CN1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO)CN1C(=O)OC(C)(C)C.O=S(=O)(Cl)CC(C)(C)O	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)CC(C)S(=O)(=O)Cl	CC(C)(C)OC(=O)N1C[C@@H](CO[Si](C)(C)C(C)(C)C)C[C@H]1C(=O)OC(C)(C)C	CC(C)(C)OC(=O)[C@@H]1C[C@H](CO[Si](C)(C)C(C)(C)C)CN1C(=O)OC(C)(C)CC(CCl)S(=O)(=O)Cl	-1.5287007	-2.2179348	-2.5325968	-3.72006	-4.12002	-4.2305207	-4.286471	-5.0589623	-5.307167	-5.365729
O=C(O)c1cc(NC(=O)c2ccccc2Cl)[nH]n1	COC(=O)c1cc(N)[nH]n1.O=C(Cl)c1ccccc1Cl	c1(C(Cl)=O)c(Cl)cccc1.c1(C(OC)=O)cc(N)[nH]n1	c1(C(OC)=O)cc(N)[nH]n1.c1cccc(Cl)c1C(Cl)=O	c1(C(Cl)=O)c(Cl)cccc1.c1(C(=O)OC)cc(N)[nH]n1	c1(C(OC)=O)cc(N)[nH]n1.c1cccc(Cl)c1C(=O)Cl	c1(C(Cl)=O)c(Cl)cccc1.c1(C(OC)=O)n[nH]c(N)c1	c1(C(Cl)=O)c(Cl)cccc1.c1(C(=O)OC)n[nH]c(N)c1	c1(C(OC)=O)cc(N)[nH]n1.c1cccc(C(Cl)=O)c1Cl	c1(C(OC)=O)n[nH]c(N)c1.c1cccc(Cl)c1C(=O)Cl	c1(C(OC)=O)n[nH]c(N)c1.c1cccc(Cl)c1C(Cl)=O	-0.67703384	-8.407263	-8.410767	-8.419283	-8.42031	-8.443898	-8.4540825	-8.462276	-8.488467	-8.489189
Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1C(=O)O	COC(=O)c1cc(C(=O)O)ccc1C.Nc1cc(C(F)(F)F)ccc1F	c1(C(F)(F)F)ccc(F)c(N)c1.c1c(C(=O)OC)c(C)ccc1C(=O)O	c1(C(F)(F)F)ccc(F)c(N)c1.c1c(C(=O)OC)c(C)ccc1C(O)=O	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(O)=O)ccc(C)c(C(OC)=O)c1	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(O)=O)cc(C(OC)=O)c(C)cc1	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(O)=O)ccc(C)c(C(=O)OC)c1	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(O)=O)cc(C(=O)OC)c(C)cc1	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(=O)O)ccc(C)c(C(=O)OC)c1	c1(C(F)(F)F)ccc(F)c(N)c1.c1(C(=O)O)ccc(C)c(C(OC)=O)c1	c1(C(F)(F)F)ccc(F)c(N)c1.c1c(C(O)=O)ccc(C)c1C(OC)=O	-0.68348444	-8.7168865	-8.729233	-8.950892	-8.953072	-8.956596	-8.975118	-9.01969	-9.023083	-9.223663
CN(CCCCCCC1=C(c2ccc(F)c(F)c2)CCCc2cc(O)ccc21)CCCCS(=O)(=O)CCC(F)(F)C(F)(F)F	CN.O=S(=O)(CCCCBr)CCC(F)(F)C(F)(F)F	CN.O=S(=O)(CCCCBr)CCC(F)(F)C(F)(F)F.Oc1ccc2c(c1)CCCC(c1ccc(F)c(F)c1)=C2CCCCCCBr	CN.O=S(=O)(CCCCI)CCC(F)(F)C(F)(F)F.Oc1ccc2c(c1)CCCC(c1ccc(F)c(F)c1)=C2CCCCCCBr	CN.O=S(=O)(CCC(F)(F)C(F)(F)F)CCCCBr	CN.O=S(=O)(CCC(F)(F)C(F)(F)F)CCCCOc1ccc2c(c1)CCCC(c1ccc(F)c(F)c1)=C2CCCCCCBr	CN.O=S(=O)(CCCCBr)CCC(F)(F)C(F)(F)CCS(=O)(=O)Oc1ccc2c(c1)CCCC(c1ccc(F)c(F)c1)=C2CCCCCCBr	CN.O=S(=O)(CCCCBr)CCC(F)(F)C(F)(F)CCS(=O)(=O)CCCCCCBr	BrCCCCCCC1=C(c2ccc(F)c(F)c2)CCCc2c1ccc(Oc1ccc3c(c1)CCCC(c1ccc(F)c(F)c1)=C3CCCCCCBr)c2.CN	BrCCCCCCC1=C(c2ccc(F)c(F)c2)CCCc2c1ccc(Oc1ccc3c(c1)CCCC(c1ccc(F)c(F)c1)=C3CCCCCCBr)c2.NC	BrCCCCCCC1=C(c2ccc(F)c(F)c2)CCCc2c1ccc(Oc1ccc3c(c1)CCCC(c1cc(F)c(F)cc1)=C3CCCCCCBr)c2.CN	-1.2120535	-1.97016	-3.3776627	-5.119408	-5.2672014	-5.7433	-6.462384	-7.7945056	-7.8402553	-7.9222155
CCNC(=O)Oc1cnn(C(C)(C)C)c1	CC(C)(C)n1cc(OCc2ccccc2)cn1CCNC(=O)F	CC(C)(C)n1cc(O[Si](C)(C)C(C)(C)C)cn1CCNC(=O)F	CC(C)(C)n1cc(OCc2ccccc2)cn1CCNC(F)=O	CC(C)(C)n1cc(O[Si](C)(C)C(C)(C)C)cn1CCNC(F)=O	c1(COc2cn(C(C)(C)C)n(CCNC(F)=O)c2)ccccc1	c1(COc2cn(C(C)(C)C)n(CCNC(=O)F)c2)ccccc1	c1(OCc2ccccc2)cn(C(C)(C)C)n(CCNC(F)=O)c1	n1(C(C)(C)C)cc(OCc2ccccc2)cn1CCNC(F)=O	n1(C(C)(C)C)n(CCNC(F)=O)cc(OCc2ccccc2)c1	n1(C(C)(C)C)cc(OCc2ccccc2)cn1CCNC(=O)F	-0.90433645	-2.6488054	-3.0616543	-3.9641721	-4.705519	-4.718537	-4.8570714	-4.92585	-4.929346	-4.935019
CCOC(=O)COc1cccc(-c2noc(-c3ccc(OC(C)C)c(C#N)c3)n2)c1CC	CCOC(=O)CCc1c(O)cccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1.O=C1CCC(=O)N1Br	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(=O)OCC)no2)cc1C#N	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCNCC(=O)OCC)no2)cc1C#N	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(=O)O)no2)cc1C#N	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(C)=O)no2)cc1C#N	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCNC(=O)OCC)no2)cc1C#N	CCOC(=O)CBr.CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(C)O)no2)cc1C#N	CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(=O)OCC)no2)cc1C#N.O=C1CCC(=O)N1Br	CC(C)Oc1ccc(-c2nc(-c3cccc(O)c3CCC(OCC)=O)no2)cc1C#N.C(Br)C(=O)OCC	CC(C)Oc1ccc(-c2onc(-c3cccc(O)c3CCC(OCC)=O)n2)cc1C#N.C(Br)C(=O)OCC	-1.3250394	-2.0737796	-4.866923	-4.876692	-5.2683864	-5.541534	-6.134306	-6.2514715	-7.986094	-8.045935
C=CC(=O)C[C@H]1C[C@H](c2ccc(OC)cc2)[C@@H](OCc2ccc3c(c2)N(CCCOC)CCO3)CN1S(=O)(=O)c1ccc(C)cc1	C=CSCOCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(=O)O)C[C@@H]3c3ccc(OC)cc3)cc21.CNOC	C=C?(COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(=O)O)C[C@@H]3c3ccc(OC)cc3)cc21)(CCCC)CCCC.CNOC	C=COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(=O)O)C[C@@H]3c3ccc(OC)cc3)cc21.CNOC	C=C[Si](COCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(=O)O)C[C@@H]3c3ccc(OC)cc3)cc21)(C)C.CNOC	C=C[C@@]1(COCCCN2CCOc3ccc(CO[C@H]4CN(S(=O)(=O)c5ccc(C)cc5)[C@@H](CC(=O)O)C[C@@H]4c4ccc(OC)cc4)cc32)CO1.CNOC	C=COCOCCCN1CCOc2ccc(CO[C@H]3CN(S(=O)(=O)c4ccc(C)cc4)[C@@H](CC(=O)O)C[C@@H]3c3ccc(OC)cc3)cc21.CNOC	C=C?(CCCC)(CCCC)CCCC.COc1ccc([C@H]2C[C@H](CC(=O)O)N(S(=O)(=O)c3ccc(C)cc3)C[C@@H]2OCc2ccc3c(c2)N(CCCOCOCC=C)CCO3)cc1	C=C[C@@]1(COCCCN2CCOc3ccc(CO[C@H]4CN(S(=O)(=O)c5ccc(C)cc5)[C@@H](CC(=O)O)C[C@@H]4c4ccc(OC)cc4)cc32)OC1.CNOC	C=C[C@@]1(COCCCN2CCOc3ccc(CO[C@H]4CN(S(=O)(=O)c5ccc(C)cc5)[C@@H](CC(=O)O)C[C@@H]4c4ccc(OC)cc4)cc32)OCCC1.CNOC	C=C[C@@]1(COCCCN2CCOc3ccc(CO[C@H]4CN(S(=O)(=O)c5ccc(C)cc5)[C@@H](CC(=O)O)C[C@@H]4c4ccc(OC)cc4)cc32)CCOc2ccc(C)cc21.CNOC	-1.927215	-2.0911214	-3.3792098	-3.4544692	-3.6874597	-4.030615	-4.2696295	-4.558548	-4.9693723	-5.6192155
CN(C)CCNC(=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1	CN(C)CCN(COC(=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C(=O)OC(C)(C)C	CN(C)CCNCO.O=C(O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1	CN(C)CCN(CO)C(=O)OCc1ccc(-c2ccccc2)cc1.OCc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1	CN(C)CCN(COC(Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)=O)C(=O)OC(C)(C)C	CN(C)CCN(COC(Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)=O)C(OC(C)(C)C)=O	c1c(-c2ccccc2)ccc(COc2ccc(CC(O)=O)cc2)c1.N(CCN(C)C)CO	c1(-c2ccccc2)ccc(COc2ccc(CC(O)=O)cc2)cc1.N(CCN(C)C)CO	CN(C)CCN(COC(=O)Cc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1)C(OC(C)(C)C)=O	c1c(-c2ccccc2)ccc(COc2ccc(CC(O)=O)cc2)c1.C(N(C)C)CNCO	c1(-c2ccccc2)ccc(COc2ccc(CC(O)=O)cc2)cc1.C(N(C)C)CNCO	-1.5172426	-1.818751	-4.124306	-4.735912	-4.8458	-6.752214	-6.7576184	-7.392955	-7.9003067	-7.903392
