target_smiles	sampled_smiles_1	sampled_smiles_2	sampled_smiles_3	sampled_smiles_4	sampled_smiles_5	sampled_smiles_6	sampled_smiles_7	sampled_smiles_8	sampled_smiles_9	sampled_smiles_10	loglikelihood_1	loglikelihood_2	loglikelihood_3	loglikelihood_4	loglikelihood_5	loglikelihood_6	loglikelihood_7	loglikelihood_8	loglikelihood_9	loglikelihood_10
Cc1nc(C(=O)N2CCC[C@@H](Nc3ncc(Br)cn3)C2)c(-c2ccc(C)c(C)c2)s1	CCOC(=O)c1nc(CCc2nc(N[C@@H]3CCCNC3)ncc2Br)sc1-c1ccc(C)c(C)c1	CCOC(=O)c1nc(Cc2nc(N[C@@H]3CCCNC3)ncc2Br)sc1-c1ccc(C)c(C)c1	Cc1ccc(-c2sc(Cc3nc(N[C@@H]4CCCN(C(=O)OC(C)(C)C)C4)ncc3Br)nc2C(=O)O)cc1C	Cc1ccc(-c2c(C(OCC)=O)nc(CCc3c(Br)cnc(N[C@@H]4CCCNC4)n3)s2)cc1C	Cc1ccc(-c2c(C(=O)OCC)nc(CCc3c(Br)cnc(N[C@@H]4CCCNC4)n3)s2)cc1C	Cc1ccc(-c2c(C(OCC)=O)nc(CCc3c(Br)cnc(N[C@H]4CNCCC4)n3)s2)cc1C	Cc1ccc(-c2c(C(=O)OCC)nc(CCc3c(Br)cnc(N[C@H]4CNCCC4)n3)s2)cc1C	Cc1c(C)ccc(-c2c(C(OCC)=O)nc(CCc3c(Br)cnc(N[C@@H]4CCCNC4)n3)s2)c1	Cc1c(C)ccc(-c2c(C(=O)OCC)nc(CCc3c(Br)cnc(N[C@@H]4CCCNC4)n3)s2)c1	Cc1c(C)cc(-c2c(C(=O)OCC)nc(CCc3c(Br)cnc(N[C@@H]4CCCNC4)n3)s2)cc1	-2.5685072	-3.5151541	-4.3745494	-4.652005	-4.7007294	-4.7066126	-4.7536955	-5.2246594	-5.2726765	-5.291994
CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CCOC(=O)CC1CCC(c2ncc(-c3ccc(N)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CS(=O)(=O)OC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CS(=O)(=O)OCc1nc(-c2ccccc2)oc1C(F)(F)F	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CS(=O)(=O)O	CCOC(=O)CC1CCC(c2ncc(-c3ccc(N)cc3)s2)CC1.O=C(Cl)c1nc(-c2ccccc2)oc1C(F)(F)F	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.CS(=O)(=O)OC1CCC(c2ncc(-c3ccc(N)cc3)s2)CC1	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.O=C(O)c1nc(-c2ccccc2)oc1C(F)(F)F	CCOC(=O)CC1CCC(c2ncc(-c3ccc(NC(=O)c4nc(-c5ccccc5)oc4C(F)(F)F)cc3)s2)CC1.C1CC(c2ncc(-c3ccc(N)cc3)s2)CCC1CC(OCC)=O	-1.0589494	-2.6437364	-3.505044	-5.3080254	-5.3357754	-5.500491	-5.898521	-6.2928047	-6.441488	-7.6435423
CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)N(C(=O)Oc2ccc([N+](=O)[O-])cc2)C(OC)=N1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1O=C(Cl)Cl.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1O=C(Cl)Oc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1O.O=[N+]([O-])c1ccc(OC(Cl)=O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OC(Cl)=O.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OO=C(Cl)Cl.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OC=C(Cl)Oc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OC=C(Cl)Cl.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1ON=C(Cl)Oc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OO=C(Cl)Oc1ccc([N+](=O)[O-])cc1.O=[N+]([O-])c1ccc(O)cc1	CCC1=C(C(=O)OCc2ccccc2)C(c2ccc(F)cc2F)NC(OC)=N1OOC(Cl)=[N+]([O-])c1ccc([N+](=O)[O-])cc1	-1.4663786	-2.488542	-2.621987	-3.873061	-3.920776	-3.950121	-4.073833	-4.7918096	-4.8493414	-4.910738
COc1cc(OC)cc(C(=CC#N)c2ccc(O)c(OC)c2)c1	CCOP(=O)(CC#N)OCC.COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.CCOP(=O)(CC#N)OCC	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(#N)CP(=O)(OCC)OCC	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(#N)CP(OCC)(=O)OCC	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(#N)CP(OCC)(OCC)=O	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(C)OP(CC#N)(OCC)=O	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(C)OP(=O)(OCC)CC#N	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(C)OP(CC#N)(=O)OCC	COc1cc(OC)cc(C(=O)c2ccc(O[Si](C)(C)C(C)(C)C)c(OC)c2)c1.C(C)OP(OCC)(CC#N)=O	O(C)c1cc(OC)cc(C(c2cc(OC)c(O[Si](C)(C)C(C)(C)C)cc2)=O)c1.CCOP(CC#N)(OCC)=O	-0.70553863	-5.89163	-8.848061	-8.913829	-8.94447	-9.8722925	-9.9060755	-9.913946	-9.95547	-10.175664
CC(C)(C)OC(=O)Cn1cnc(-c2ccc(N)cc2)c1	CC(C)(C)OC(=O)CBr.O=[N+]([O-])c1ccc(-c2c[nH]cn2)cc1	c1cc(-c2c[nH]cn2)ccc1[N+]([O-])=O.CC(C)(OC(=O)CBr)C	c1c(-c2ccc([N+]([O-])=O)cc2)nc[nH]1.CC(C)(OC(=O)CBr)C	c1cc(-c2c[nH]cn2)ccc1[N+]([O-])=O.CC(C)(C)OC(=O)CBr	c1c(-c2ccc([N+]([O-])=O)cc2)nc[nH]1.CC(C)(C)OC(=O)CBr	c1(-c2c[nH]cn2)ccc([N+]([O-])=O)cc1.CC(C)(OC(=O)CBr)C	c1(-c2c[nH]cn2)ccc([N+]([O-])=O)cc1.CC(C)(C)OC(=O)CBr	c1c(-c2ccc([N+]([O-])=O)cc2)nc[nH]1.CC(C)(OC(CBr)=O)C	c1c(-c2ccc([N+]([O-])=O)cc2)nc[nH]1.CC(C)(C)OC(CBr)=O	c1cc(-c2c[nH]cn2)ccc1[N+]([O-])=O.CC(C)(C)OC(CBr)=O	-0.6890724	-7.8333473	-7.858557	-7.86731	-7.8746037	-7.8895283	-7.90592	-7.9231067	-7.9373965	-7.946858
COc1cc(N2CCN(C(C)C)CC2)c(F)cc1N	CC(C)N1CCNCC1.COc1cc(F)c(F)cc1[N+](=O)[O-]	c1(F)cc(F)c([N+]([O-])=O)cc1F.C1N(C(C)C)CCNC1	c1(F)cc(F)c([N+](=O)[O-])cc1F.C1N(C(C)C)CCNC1	c1(F)cc(F)c([N+]([O-])=O)cc1F.C1CN(C(C)C)CCN1	c1(F)cc(F)c([N+](=O)[O-])cc1F.C1CN(C(C)C)CCN1	c1(F)cc(F)c([N+]([O-])=O)cc1F.C1CNCCN1C(C)C	c1([N+]([O-])=O)cc(F)c(F)cc1OC.C1NCCN(C(C)C)C1	c1(F)cc(F)c([N+](=O)[O-])cc1F.C1CNCCN1C(C)C	C1N(C(C)C)CCNC1.c1(F)cc(F)c([N+](=O)[O-])cc1F	C1N(C(C)C)CCNC1.c1(F)cc(F)c([N+]([O-])=O)cc1F	-0.7030498	-7.0317464	-7.0494275	-7.1008368	-7.118851	-7.1544967	-7.1726503	-7.172863	-7.1881466	-7.1904907
O=C(O)NCc1cccc(-c2ccoc2)c1	CC1(C)OB(c2ccoc2)OC1(C)CO.O=C(NCc1cccc(Br)c1)O	CC1(C)OB(c2ccoc2)OC1(C)CO.O=C(NCc1cccc(Br)c1)OC1(C)OB(c2ccoc2)OC1(C)C	CC1(C)OB(c2ccoc2)OC1(C)CO.O=C(O)NCc1cccc(Br)c1	CC1(C)OB(c2ccoc2)OC1(C)CO.OC(NCc1cccc(Br)c1)=O	CC1(C)OB(c2ccoc2)OC1(C)CO.OC(NCc1cc(Br)ccc1)=O	CC1(C)OB(c2ccoc2)OC1(C)CO.OC(=NCc1cccc(Br)c1)N	CC1(C)OB(c2ccoc2)OC1(C)CO.OC(=NCc1cc(Br)ccc1)N	CC1(C)OB(c2ccoc2)OC1(C)CO.O=C(N)OCc1cccc(Br)c1	CC1(C)OB(c2ccoc2)OC1(C)CO.OC(=NCc1cc(Br)ccc1)O	CC1(C)OB(c2ccoc2)OC1(C)CO.O=C(NCc1cccc(Br)c1)OC(C)=O	-1.6315837	-2.6025527	-2.6138666	-3.4927738	-3.533924	-3.5856133	-3.7776215	-3.9168334	-4.8237743	-6.2459097
Cc1ccnc(C(=O)c2cn(-c3cccc(-c4cccnc4F)c3)cn2)c1	CNOC.O=C(O)c1cn(-c2cccc(-c3cccnc3F)c2)cn1Cc1ccnc(Br)c1	CONC.O=C(O)c1cn(-c2cccc(-c3cccnc3F)c2)cn1Cc1ccnc(Br)c1	BrCc1ccnc(Br)c1.CON(C)C(=O)c1cn(-c2cccc(-c3cccnc3F)c2)cn1	CONC.O=C(O)c1n(Cc2ccnc(Br)c2)cn(-c2cccc(-c3cccnc3F)c2)c1	c1c(-c2cccc(-n3cc(C(=O)O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.CNOC	c1c(-c2cccc(-n3cc(C(O)=O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.CNOC	c1c(-c2cccc(-n3cc(C(=O)O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.CONC	c1c(-c2cccc(-n3cc(C(O)=O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.CONC	c1c(-c2cccc(-n3cc(C(=O)O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.O(NC)C	c1c(-c2cccc(-n3cc(C(O)=O)n(Cc4ccnc(Br)c4)c3)c2)c(F)ncc1.O(NC)C	-1.142598	-3.110991	-3.6833334	-7.82443	-8.553051	-8.572198	-8.645435	-8.65463	-9.1357	-9.135835
COc1ncc(Cl)nc1NS(=O)(=O)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NN(C(=O)OC(C)(C)C)OS(=O)(=O)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NN.O=S(=O)(Cl)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NN(OC(C)=O)S(=O)(=O)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NCl.O=S(=O)(Cl)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NO.O=S(=O)(Cl)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1N(OC(C)=O)S(=O)(=O)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1NN(C(=O)OC(C)(C)C)S(=O)(=O)c1cccc(Cl)c1Cl	COc1ncc(Cl)nc1N(OS(=O)(=O)c1cccc(Cl)c1Cl)C(=O)OC(C)(C)C	COc1ncc(Cl)nc1NN(OC(=O)C)S(=O)(=O)c1c(Cl)c(Cl)ccc1	COc1ncc(Cl)nc1NN(OC(=O)C)S(=O)(=O)c1cccc(Cl)c1Cl	-1.7474328	-2.0449643	-2.5393527	-3.7502573	-3.8081439	-3.860297	-4.1538596	-4.568423	-6.1321034	-6.155204
COc1ccc(-c2cc(NC(=O)c3ccccc3C)on2)cc1	COc1ccc(-c2cc(NC(=O)OC(C)(C)C)on2)cc1Cc1ccccc1C(=O)Cl	COc1ccc(-c2cc(NC(=O)OC(C)(C)C)on2)cc1Cc1ccccc1C(Cl)=O	COc1ccc(-c2cc([N+](=O)[O-])on2)cc1Cc1ccccc1C(=O)Cl	COc1ccc(-c2cc(NC(C)=O)on2)cc1Cc1ccccc1C(=O)Cl	COc1ccc(-c2cc(NC(=O)OC(C)(C)C)on2)cc1/C=C/c1ccccc1C(=O)Cl	COc1ccc(-c2cc([N+](=O)[O-])on2)cc1C/C=C/c1ccccc1C(=O)Cl	COc1ccc(-c2cc(NC(=O)OC(C)(C)C)on2)cc1Cc1c(C(Cl)=O)cccc1	COc1ccc(-c2cc(NC(C)=O)on2)cc1/C=C/c1ccccc1C(=O)Cl	COc1ccc(-c2cc([N+](=O)[O-])on2)cc1Cc1ccccc1C(Cl)=O	c1c(C(Cl)=O)c(C/C=C/c2cc(-c3cc(N)on3)ccc2OC)ccc1	-0.9817053	-2.5458064	-4.4137115	-4.6759663	-5.246513	-5.662228	-5.6703877	-5.751663	-5.768238	-6.065458
COC(=O)CCCCCCNC(=O)C(=O)c1cn2c3c(cccc13)CCC2	COC(=O)CCCCCCN(OC(=O)C(=O)c1cn2c3c(cccc13)CCC2)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(=O)C(=O)c1cn2c3c(cccc13)CCC2)C(=O)OC(C)(C)C	COC(=O)CCCCCCN(OC(=O)C(=O)c1cn2c3c(cccc13)CCC2)Cc1ccccc1	COC(=O)CCCCCCN(OC(C(c1c2cccc3c2n(c1)CCC3)=O)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(c1cn2c3c(cccc13)CCC2)=O)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(=O)c1c2cccc3c2n(c1)CCC3)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(=O)c1cn2c3c(cccc31)CCC2)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(=O)c1cn2c3c(cccc13)CCC2)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(c1c2c3n(c1)CCCc3ccc2)=O)=O)Cc1ccc(OC)cc1	COC(=O)CCCCCCN(OC(C(c1c2c3c(ccc2)CCCn3c1)=O)=O)Cc1ccc(OC)cc1	-2.6454895	-3.2528167	-3.2881212	-3.5508091	-3.7387655	-3.839627	-3.8496943	-3.9762394	-4.0210624	-4.064051
COc1ccccc1-c1ccc(C=O)s1	COc1ccccc1B(O)O.O=Cc1ccc(Br)s1	O(C)c1c(B(O)O)cccc1.O=Cc1sc(Br)cc1	O(C)c1c(B(O)O)cccc1.O=Cc1ccc(Br)s1	O(C)c1c(B(O)O)cccc1.c1c(Br)sc(C=O)c1	O(C)c1c(B(O)O)cccc1.c1(Br)ccc(C=O)s1	O(C)c1c(B(O)O)cccc1.c1cc(Br)sc1C=O	O(C)c1c(B(O)O)cccc1.c1c(C=O)sc(Br)c1	O(C)c1c(B(O)O)cccc1.c1(Br)sc(C=O)cc1	O(C)c1c(B(O)O)cccc1.c1(C=O)sc(Br)cc1	O(C)c1c(B(O)O)cccc1.c1(C=O)ccc(Br)s1	-0.63711834	-6.4155164	-6.463468	-6.501975	-6.557004	-6.579368	-6.6024823	-6.6165023	-6.6207285	-6.708904
CC(C)(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(C4CC4)cn3)c2)c2cnc(N)nc21	CC(C)(C)n1cc(C(=O)c2cncc(Br)c2)c2cnc(N)nc21.OC(Cn1cc(C2CC2)cn1)=O	CC(C)(C)n1cc(C(=O)c2cncc(Br)c2)c2cnc(N)nc21.OC(Cn1ncc(C2CC2)c1)=O	CC(C)(C)n1cc(C(=O)c2cncc(Br)c2)c2cnc(N)nc21.OC(=O)Cn1cc(C2CC2)cn1	CC(C)(C)n1cc(C(=O)c2cncc(N)c2)c2cnc(N)nc21.OC(Cn1cc(C2CC2)cn1)=O	CC(C)(C)n1cc(C(=O)c2cncc(N)c2)c2cnc(N)nc21.OC(Cn1ncc(C2CC2)c1)=O	CC(C)(C)n1cc(C(=O)c2cncc(Br)c2)c2cnc(N)nc21.OC(=O)Cn1ncc(C2CC2)c1	CC(C)(C)n1cc(C(=O)c2cc(Br)cnc2)c2cnc(N)nc21.C1CC1c1cnn(CC(O)=O)c1	CC(C)(C)n1cc(C(=O)c2cc(Br)cnc2)c2cnc(N)nc21.C1C(c2cnn(CC(O)=O)c2)C1	CC(C)(C)n1cc(C(=O)c2cc(Br)cnc2)c2cnc(N)nc21.C1CC1c1cnn(CC(=O)O)c1	CC(C)(C)n1cc(C(=O)c2cc(Br)cnc2)c2cnc(N)nc21.c1(C2CC2)cnn(CC(O)=O)c1	-0.9436333	-2.1567497	-4.507191	-6.414497	-7.43873	-8.15317	-9.678473	-9.680989	-9.683253	-9.9910965
COC(=O)c1cnc(-c2ccc(OC)cc2F)cc1C(F)(F)F	COC(=O)c1cnc(Cl)cc1C(F)(F)F.OB(O)c1ccc(O)cc1F	COC(=O)c1cnc(Cl)cc1C(F)(F)F.OB(O)c1ccc(OCBr)cc1F	COC(=O)c1cnc(Cl)cc1C(F)(F)F.Oc1ccc(B(O)O)c(F)c1	COC(=O)c1cnc(Cl)cc1C(F)(F)F.OB(O)c1ccc(OCCBr)cc1F	FC(F)(F)c1c(C(=O)OC)cnc(Cl)c1.c1c(B(O)O)c(F)cc(O)c1	COC(=O)c1cnc(Cl)cc1C(F)(F)F.OB(O)c1ccc(OCC(Br)CO)cc1F	FC(F)(F)c1c(C(=O)OC)cnc(Cl)c1.c1(B(O)O)ccc(O)cc1F	FC(F)(F)c1c(C(=O)OC)cnc(Cl)c1.c1(B(O)O)c(F)cc(O)cc1	c1(C(F)(F)F)c(C(=O)OC)cnc(Cl)c1.c1(B(O)O)ccc(O)cc1F	c1(C(F)(F)F)c(C(=O)OC)cnc(Cl)c1.c1(B(O)O)c(F)cc(O)cc1	-0.7016789	-5.9116373	-6.5729675	-6.756921	-8.03389	-8.341514	-8.448996	-8.460438	-8.579879	-8.594339
CCCCC(C=O)CC	CCC(CO)CCCCBr.CC(C)C=O	CC(C)C=O.CCC(CO)CCCCCl	CCC(CO)CCCCCl.CC(C)C=O	CCC(CCCCCl)CO.CC(C)C=O	CCC(CCCCCl)CO.O=CC(C)C	CC(C)C=O.CCC(CO)CCCCBr	CCC(CO)CCCCBr.O=CC(C)C	CCC(CO)CCCCBr.CC(C=O)C	CCC(CCCCCl)CO.CC(C=O)C	CCC(CCCCCl)CO.C(=O)C(C)C	-2.0788226	-2.4428594	-2.5386846	-2.7328212	-3.4982789	-3.765699	-3.9170618	-4.185043	-4.1852365	-4.39502
CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1CC(=O)Nc1ccc(Br)nc1	BrCC(=O)Nc1ccc(Br)nc1.CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1O	BrCC(=O)Nc1ccc(Br)nc1.CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1ON	BrCC(=O)Nc1ccc(Br)nc1.CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1ON=C(C)N	BrCC(=O)Nc1ccc(Br)nc1.CC1CN(c2ccc(C(F)(F)F)cn2)C(C)CN1ONC(C)=O	BrCC(=O)Nc1ccc(Br)nc1.N1(c2ccc(C(F)(F)F)cn2)C(C)CN(O)C(C)C1	BrCC(=O)Nc1ccc(Br)nc1.N1(c2ccc(C(F)(F)F)cn2)CC(C)N(O)CC1C	BrCC(=O)Nc1ccc(Br)nc1.N1(c2ncc(C(F)(F)F)cc2)C(C)CN(O)C(C)C1	BrCC(=O)Nc1ccc(Br)nc1.N1(c2ncc(C(F)(F)F)cc2)CC(C)N(ON=C(C)N)CC1C	BrCC(=O)Nc1ccc(Br)nc1.c1(C(F)(F)F)ccc(N2C(C)CN(ON=C(C)N)C(C)C2)nc1	BrCC(=O)Nc1ccc(Br)nc1.N1(c2ccc(C(F)(F)F)cn2)CC(C)N(ON=C(C)N)CC1C	-2.8459444	-4.0999784	-5.970413	-5.9938483	-6.304896	-6.626581	-7.0249352	-7.07808	-7.2264986	-7.248899
C#CC(CCCCC)c1ccc2c(c1)N(C(=O)OC(C)(C)C)CCC2(C)C	BrC(Br)(Br)Br.CCCCCC(C=O)c1ccc2c(c1)N(C(=O)OC(C)(C)C)CCC2(C)C	c1c(C(CCCCC)C=O)cc2c(c1)C(C)(C)CCN2C(OC(C)(C)C)=O.BrC(Br)(Br)Br	c1c(C(CCCCC)C=O)cc2c(c1)C(C)(C)CCN2C(=O)OC(C)(C)C.BrC(Br)(Br)Br	c1(C(CCCCC)C=O)cc2c(cc1)C(C)(C)CCN2C(OC(C)(C)C)=O.BrC(Br)(Br)Br	c1c(C(CCCCC)C=O)ccc2c1N(C(OC(C)(C)C)=O)CCC2(C)C.BrC(Br)(Br)Br	c1(C(CCCCC)C=O)cc2c(cc1)C(C)(C)CCN2C(=O)OC(C)(C)C.BrC(Br)(Br)Br	c12c(cc(C(C=O)CCCCC)cc1)N(C(OC(C)(C)C)=O)CCC2(C)C.BrC(Br)(Br)Br	c1(C(CCCCC)C=O)ccc2c(c1)N(C(OC(C)(C)C)=O)CCC2(C)C.BrC(Br)(Br)Br	c1(C(CCCCC)C=O)ccc2c(c1)N(C(=O)OC(C)(C)C)CCC2(C)C.BrC(Br)(Br)Br	c12c(cc(C(C=O)CCCCC)cc1)N(C(=O)OC(C)(C)C)CCC2(C)C.BrC(Br)(Br)Br	-0.6279876	-5.872081	-5.8971963	-5.939155	-5.9469304	-5.9615912	-5.9904213	-5.9904537	-6.0032787	-6.016233
CCCCCCCCCCCC(=O)N(C)CCOC(=O)C(C)(C)C	CC(C)(C)C(=O)Cl.CNCCO	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCCl	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCN	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCNC(=O)C(C)(C)C	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCNC(=O)Cl	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCNC(=O)C(C)(C)C	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCCCl	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCCl	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCNC(=O)Cl	CC(C)(C)C(=O)Cl.CN(CCO)C(=O)CCCCCCCCCCCS(=O)(=O)Cl	-0.9004664	-3.0902379	-4.508104	-4.8256755	-4.96315	-5.202756	-5.736335	-6.051447	-6.444202	-6.651385
COc1cc(C=O)cc(C(C)C)c1	CC(C)c1cc(O)cc(Br)c1.CN(C)C=O	CC(C)c1cc(Br)cc(OCCl)c1.CN(C)C=O	CC(C)c1cc(Br)cc(O)c1.CN(C)C=O	CC(C)c1cc(O)cc(Br)c1.CN(C=O)C	CC(C)c1cc(OCCl)cc(Br)c1.CN(C)C=O	ClCOc1cc(Br)cc(C(C)C)c1.O=CN(C)C	CC(C)c1cc(Br)cc(OCCl)c1.CN(C=O)C	ClCOc1cc(Br)cc(C(C)C)c1.CN(C)C=O	ClCOc1cc(Br)cc(C(C)C)c1.CN(C=O)C	c1(C(C)C)cc(Br)cc(OCCl)c1.CN(C)C=O	-1.3592477	-1.6356367	-3.2925649	-4.714675	-4.7821293	-5.5412846	-5.726507	-6.124083	-6.177582	-6.5075426
CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(OCC#N)cc2)CC1	BrCCBr.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C#N	BrC(Br)(Br)Br.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C#CCBr	BrC(Br)(Br)Br.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C#N	BrCCBr.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C#CCBr	BrCC#N.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C	BrC(Br)(Br)Br.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(C#N)N	BrCC#N.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)CBr	BrCC#N.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C#CCBr	BrCCBr.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(C#N)N	BrCC#N.CC(C)(C)OC(=O)N1CCC(CCS(=O)(=O)c2ccc(O)cc2)CC1(N)C=O	-1.3749636	-2.3601203	-2.652537	-3.5666237	-3.6339629	-4.8687916	-5.477046	-6.2214913	-6.270913	-6.289951
